name,smiles,group,formula,molecular_weight,rotatable_bonds,H_bond_donors,H_bond_acceptors,TPSA,logP,melting_point,boiling_point,density,vapor_pressure,enthalpy_of_formation,critical_temperature,critical_pressure,acentric_factor,viscosity,thermal_conductivity,price,heat_capacity,source_subset,doi,title,journal,year,property_phase_norm,temperature_K,pressure_kPa,expanded_uncertainty,primary_inchi,primary_inchikey,source_file,subset_row_rank,structure_key
1-butyl-3-methylimidazolium trifluoroacetate,CCCCn1cc[n+](C)c1.O=C([O-])C(F)(F)F,NIST_XML_SetA,C10H15F3N2O2,252.23599999999993,3,0,3,48.94,0.4113,-,-,-,-,-,-,-,-,-,-,-,407.9,SetA,10.1016/j.jct.2007.11.004,Low-temperature heat capacity of hydrophilic ionic liquids [BMIM][CF3COO] and [BMIM][CH3COO] and a correlation scheme for estimation of heat capacity of ionic liquids,J. Chem. Thermodyn.,2008,Liquid,298.15,101.325,3.825,"InChI=1S/C8H15N2.C2HF3O2/c1-3-4-5-10-7-6-9(2)8-10;3-2(4,5)1(6)7/h6-8H,3-5H2,1-2H3;(H,6,7)/q+1;/p-1",QPDGLRRWSBZCHP-UHFFFAOYSA-M,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2007.11.004.xml,"(0.0, 0.0, 3.825)",inchikey::QPDGLRRWSBZCHP-UHFFFAOYSA-M
3-(2-hydroxyethyl)-1-methyl-1H-imidazol-3-ium dicyanoazanide,C[n+]1ccn(CCO)c1.N#C[N-]C#N,NIST_XML_SetA,C8H11N5O,193.21,2,1,4,90.72,-0.37284,-,-,-,-,-,-,-,-,-,-,-,231.847248,SetA,10.1016/j.tca.2011.02.016,Imidazolium based ionic liquids. 1-Ethanol-3-methyl-imidazolium  dicyanoamide: Thermochemical measurement and first-principles calculations,Thermochim. Acta,2011,Liquid,298.15,101.325,3.8641208,"InChI=1S/C6H11N2O.C2N3/c1-7-2-3-8(6-7)4-5-9;3-1-5-2-4/h2-3,6,9H,4-5H2,1H3;/q+1;-1",UBQLCZUQCFNAGM-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.tca.2011.02.016.xml,"(0.0, 0.0, 3.8641208)",inchikey::UBQLCZUQCFNAGM-UHFFFAOYSA-N
methyl 2-thiopheneacetate,COC(=O)Cc1cccs1,NIST_XML_SetA,C7H8O2S,156.206,2,0,3,26.3,1.4636,-,-,-,-,-,-,-,-,-,-,-,249.8,SetA,10.1016/j.tca.2005.11.024,Thermophysical properties of sulfur heterocycles: Thiane and thiophene derivatives,Thermochim. Acta,2006,Liquid,298.15,101.325,3.9,"InChI=1S/C7H8O2S/c1-9-7(8)5-6-3-2-4-10-6/h2-4H,5H2,1H3",KNKIXYMOHMYZJR-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.tca.2005.11.024.xml,"(0.0, 0.0, 3.9)",inchikey::KNKIXYMOHMYZJR-UHFFFAOYSA-N
"1,2-diethoxyethane",CCOCCOCC,NIST_XML_SetA,C6H14O2,118.176,5,0,2,18.46,1.0594000000000001,-,-,-,-,-,-,-,-,-,-,-,257.5,SetA,10.1016/j.tca.2006.05.010,Thermophysical properties of dimethyl sulfoxide + cyclic and linear ethers at 308.15K Application of an extended cell model,Thermochim. Acta,2006,Liquid,298.15,101.325,4.0,"InChI=1S/C6H14O2/c1-3-7-5-6-8-4-2/h3-6H2,1-2H3",LZDKZFUFMNSQCJ-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.tca.2006.05.010.xml,"(0.0, 0.0, 4.0)",inchikey::LZDKZFUFMNSQCJ-UHFFFAOYSA-N
2-(2-methoxyethoxy)ethanol,COCCOCCO,NIST_XML_SetA,C5H12O3,120.14799999999998,5,1,3,38.69,-0.3583,-,-,-,-,-,-,-,-,-,-,-,267.4,SetA,10.1021/acs.jced.5b00051,Measurement and Prediction of Molar Heat Capacities of Liquid Polyoxyethylene Glycol Monoalkyl Ethers (CnEm),J. Chem. Eng. Data,2015,Liquid,298.15,101.325,4.1,"InChI=1S/C5H12O3/c1-7-4-5-8-3-2-6/h6H,2-5H2,1H3",SBASXUCJHJRPEV-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/acs.jced.5b00051.xml,"(0.0, 0.0, 4.1)",inchikey::SBASXUCJHJRPEV-UHFFFAOYSA-N
benzylamine,NCc1ccccc1,NIST_XML_SetA,C7H9N,107.156,1,1,1,26.02,1.1453,-,-,-,-,-,-,-,-,-,-,-,206.74,SetA,10.1016/j.tca.2014.03.027,"THERMODYNAMICS OF MIXTURES CONTAINING AMINES. XIV. CpEm OF BENZYLAMINE WITH HEPTANE AT 293.15 K OR WITH METHANOL, 1-PROPANOL OR 1-PENTANOL AT (293.15-308.15) K",Thermochim. Acta,2014,Liquid,298.15,101.325,4.13,"InChI=1S/C7H9N/c8-6-7-4-2-1-3-5-7/h1-5H,6,8H2",WGQKYBSKWIADBV-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.tca.2014.03.027.xml,"(0.0, 0.0, 4.13)",inchikey::WGQKYBSKWIADBV-UHFFFAOYSA-N
2-acetylthiophene,CC(=O)c1cccs1,NIST_XML_SetA,C6H6OS,126.18,1,0,2,17.07,1.9507,-,-,-,-,-,-,-,-,-,-,-,205.7,SetA,10.1016/j.tca.2005.11.024,Thermophysical properties of sulfur heterocycles: Thiane and thiophene derivatives,Thermochim. Acta,2006,Liquid,298.15,101.325,4.2,"InChI=1S/C6H6OS/c1-5(7)6-3-2-4-8-6/h2-4H,1H3",WYJOVVXUZNRJQY-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.tca.2005.11.024.xml,"(0.0, 0.0, 4.2)",inchikey::WYJOVVXUZNRJQY-UHFFFAOYSA-N
2-butoxyethan-1-ol,CCCCOCCO,NIST_XML_SetA,C6H14O2,118.17599999999999,5,1,2,29.46,0.7953999999999999,-,-,-,-,-,-,-,-,-,-,-,273.0,SetA,10.1021/acs.jced.5b00051,Measurement and Prediction of Molar Heat Capacities of Liquid Polyoxyethylene Glycol Monoalkyl Ethers (CnEm),J. Chem. Eng. Data,2015,Liquid,298.15,101.325,4.2,"InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",POAOYUHQDCAZBD-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/acs.jced.5b00051.xml,"(0.0, 0.0, 4.2)",inchikey::POAOYUHQDCAZBD-UHFFFAOYSA-N
diethyl carbonate,CCOC(=O)OCC,NIST_XML_SetA,C5H10O3,118.13199999999999,2,0,3,35.53,1.1794,-,-,-,-,-,-,-,-,-,-,-,212.461145972,SetA,10.1021/je900307z,"Densities, Viscosities, Refractive Indices, and Heat Capacities of Poly(ethylene glycol-ran-propylene glycol) + Esters of Carbonic Acid at (293.15 and 313.15) K and at Atmospheric Pressure",J. Chem. Eng. Data,2010,Liquid,298.15,101.325,4.249175667,"InChI=1S/C5H10O3/c1-3-7-5(6)8-4-2/h3-4H2,1-2H3",OIFBSDVPJOWBCH-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je900307z.xml,"(0.0, 0.0, 4.249175667)",inchikey::OIFBSDVPJOWBCH-UHFFFAOYSA-N
"1,6-dibromohexane",BrCCCCCCBr,NIST_XML_SetA,C6H12Br2,243.97,5,0,0,0.0,3.3366000000000025,-,-,-,-,-,-,-,-,-,-,-,247.47,SetA,10.1021/je201002j,"Heat Capacity of alpha,omega-Bromochloroalkanes and ?,?-Dibromoalkanes: Their Dependence on the Hydrocarbon Chain Length and Temperature (285.15 to 355.15) K",J. Chem. Eng. Data,2012,Liquid,298.15,101.325,4.29,InChI=1S/C6H12Br2/c7-5-3-1-2-4-6-8/h1-6H2,SGRHVVLXEBNBDV-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je201002j.xml,"(0.0, 0.0, 4.29)",inchikey::SGRHVVLXEBNBDV-UHFFFAOYSA-N
1-bromo-6-chlorohexane,ClCCCCCCBr,NIST_XML_SetA,C6H12BrCl,199.519,5,0,0,0.0,3.180500000000002,-,-,-,-,-,-,-,-,-,-,-,247.47,SetA,10.1021/je201002j,"Heat Capacity of alpha,omega-Bromochloroalkanes and ?,?-Dibromoalkanes: Their Dependence on the Hydrocarbon Chain Length and Temperature (285.15 to 355.15) K",J. Chem. Eng. Data,2012,Liquid,298.15,101.325,4.29,InChI=1S/C6H12BrCl/c7-5-3-1-2-4-6-8/h1-6H2,JTYUIAOHIYZBPB-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je201002j.xml,"(0.0, 0.0, 4.29)",inchikey::JTYUIAOHIYZBPB-UHFFFAOYSA-N
heptane,CCCCCCC,NIST_XML_SetA,C7H16,100.20500000000001,4,0,0,0.0,2.976700000000002,-,-,-,-,-,-,-,-,-,-,-,223.91,SetA,10.1016/j.tca.2014.03.027,"THERMODYNAMICS OF MIXTURES CONTAINING AMINES. XIV. CpEm OF BENZYLAMINE WITH HEPTANE AT 293.15 K OR WITH METHANOL, 1-PROPANOL OR 1-PENTANOL AT (293.15-308.15) K",Thermochim. Acta,2014,Liquid,298.15,101.325,4.48,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",IMNFDUFMRHMDMM-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.tca.2014.03.027.xml,"(0.0, 0.0, 4.48)",inchikey::IMNFDUFMRHMDMM-UHFFFAOYSA-N
formamide,N=CO,NIST_XML_SetA,CH3NO,45.041,0,2,1,44.08,0.15147,-,-,-,-,-,-,-,-,-,-,-,107.82,SetA,10.1016/j.jct.2013.12.006,Topological and thermodynamic investigations of mixtures containing o-chlorotoluene and lower amides,J. Chem. Thermodyn.,2014,Liquid,298.15,101.325,4.57,"InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)",ZHNUHDYFZUAESO-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2013.12.006.xml,"(0.0, 0.0, 4.57)",inchikey::ZHNUHDYFZUAESO-UHFFFAOYSA-N
"1,2-pentanediol",CCCC(O)CO,NIST_XML_SetA,C5H12O2,104.14899999999997,3,2,2,40.46,0.13970000000000005,-,-,-,-,-,-,-,-,-,-,-,266.29,SetA,10.1016/j.fluid.2015.05.016,"Excess volumes and excess heat capacities of {1,2- alkanediol + methanol} mixtures and ionic volumes in these systems",Fluid Phase Equilib.,2015,Liquid,298.15,101.325,4.61,"InChI=1S/C5H12O2/c1-2-3-5(7)4-6/h5-7H,2-4H2,1H3",WCVRQHFDJLLWFE-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.fluid.2015.05.016.xml,"(0.0, 0.0, 4.61)",inchikey::WCVRQHFDJLLWFE-UHFFFAOYSA-N
"3,6-dioxa-1-octanol",CCOCCOCCO,NIST_XML_SetA,C6H14O3,134.17499999999998,6,1,3,38.69,0.031799999999999884,-,-,-,-,-,-,-,-,-,-,-,301.7,SetA,10.1021/acs.jced.5b00051,Measurement and Prediction of Molar Heat Capacities of Liquid Polyoxyethylene Glycol Monoalkyl Ethers (CnEm),J. Chem. Eng. Data,2015,Liquid,298.15,101.325,4.7,"InChI=1S/C6H14O3/c1-2-8-5-6-9-4-3-7/h7H,2-6H2,1H3",XXJWXESWEXIICW-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/acs.jced.5b00051.xml,"(0.0, 0.0, 4.7)",inchikey::XXJWXESWEXIICW-UHFFFAOYSA-N
octan-1-ol,CCCCCCCCO,NIST_XML_SetA,C8H18O,130.23100000000002,6,1,1,20.23,2.3392000000000013,-,-,-,-,-,-,-,-,-,-,-,304.4,SetA,10.1016/j.tca.2006.10.025,Excess molar enthalpies and heat capacities of dimethyl sulfoxide + seven normal alkanols at 303.15K and atmospheric pressure,Thermochim. Acta,2007,Liquid,298.15,101.325,4.7,"InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",KBPLFHHGFOOTCA-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.tca.2006.10.025.xml,"(0.0, 0.0, 4.7)",inchikey::KBPLFHHGFOOTCA-UHFFFAOYSA-N
1-ethyl-3-methylimidazolium tetrafluoroborate,CCn1cc[n+](C)c1.F[B-](F)(F)F,NIST_XML_SetA,C6H11BF4N2,197.97199999999998,1,0,1,8.809999999999999,1.6325,-,-,-,-,-,-,-,-,-,-,-,305.12,SetA,10.1021/je301353z,Thermodynamic Properties of Ternary Mixtures Containing Ionic Liquids and Organic Solvents,J. Chem. Eng. Data,2013,Liquid,298.15,101.325,4.73,"InChI=1S/C6H11N2.BF4/c1-3-8-5-4-7(2)6-8;2-1(3,4)5/h4-6H,3H2,1-2H3;/q+1;-1",CUNYTRQQXKCRTJ-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je301353z.xml,"(0.0, 0.0, 4.73)",inchikey::CUNYTRQQXKCRTJ-UHFFFAOYSA-N
decane,CCCCCCCCCC,NIST_XML_SetA,C10H22,142.286,7,0,0,0.0,4.147000000000004,-,-,-,-,-,-,-,-,-,-,-,313.58,SetA,10.1016/j.jct.2004.12.010,Excess isobaric molar heat capacities and excess molar volumes for ethanol + n-decane and n-undecane systems,J. Chem. Thermodyn.,2005,Liquid,298.15,101.325,4.86,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",DIOQZVSQGTUSAI-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2004.12.010.xml,"(0.0, 0.0, 4.86)",inchikey::DIOQZVSQGTUSAI-UHFFFAOYSA-N
methyl 3-thiopheneacetate,COC(=O)Cc1ccsc1,NIST_XML_SetA,C7H8O2S,156.206,2,0,3,26.3,1.4636,-,-,-,-,-,-,-,-,-,-,-,250.6,SetA,10.1016/j.tca.2005.11.024,Thermophysical properties of sulfur heterocycles: Thiane and thiophene derivatives,Thermochim. Acta,2006,Liquid,298.15,101.325,4.9,"InChI=1S/C7H8O2S/c1-9-7(8)4-6-2-3-10-5-6/h2-3,5H,4H2,1H3",RZGRWVULDSXQSM-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.tca.2005.11.024.xml,"(0.0, 0.0, 4.9)",inchikey::RZGRWVULDSXQSM-UHFFFAOYSA-N
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,NIST_XML_SetA,C10H15F6N3O4S2,419.369,5,0,5,91.19,2.1719999999999997,-,-,-,-,-,-,-,-,-,-,-,565.9,SetA,10.1016/j.jct.2012.04.025,Heat capacities at 298.15 K of the extended [CnC1im][Ntf2] ionic liquid series,J. Chem. Thermodyn.,2012,Liquid,298.15,101.325,5.0,"InChI=1S/C8H15N2.C2F6NO4S2/c1-3-4-5-10-7-6-9(2)8-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h6-8H,3-5H2,1-2H3;/q+1;-1",INDFXCHYORWHLQ-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2012.04.025.xml,"(0.0, 0.0, 5.0)",inchikey::INDFXCHYORWHLQ-UHFFFAOYSA-N
1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,NIST_XML_SetA,C9H13F6N3O4S2,405.34200000000004,4,0,5,91.19,1.7819,-,-,-,-,-,-,-,-,-,-,-,534.9,SetA,10.1016/j.jct.2012.04.025,Heat capacities at 298.15 K of the extended [CnC1im][Ntf2] ionic liquid series,J. Chem. Thermodyn.,2012,Liquid,298.15,101.325,5.0,"InChI=1S/C7H13N2.C2F6NO4S2/c1-3-4-9-6-5-8(2)7-9;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h5-7H,3-4H2,1-2H3;/q+1;-1",CDWUIWLQQDTHRA-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2012.04.025.xml,"(0.0, 0.0, 5.0)",inchikey::CDWUIWLQQDTHRA-UHFFFAOYSA-N
2-(2-propoxyethoxy)ethanol,CCCOCCOCCO,NIST_XML_SetA,C7H16O3,148.202,7,1,3,38.69,0.4219,-,-,-,-,-,-,-,-,-,-,-,329.4,SetA,10.1021/acs.jced.5b00051,Measurement and Prediction of Molar Heat Capacities of Liquid Polyoxyethylene Glycol Monoalkyl Ethers (CnEm),J. Chem. Eng. Data,2015,Liquid,298.15,101.325,5.1,"InChI=1S/C7H16O3/c1-2-4-9-6-7-10-5-3-8/h8H,2-7H2,1H3",DJCYDDALXPHSHR-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/acs.jced.5b00051.xml,"(0.0, 0.0, 5.1)",inchikey::DJCYDDALXPHSHR-UHFFFAOYSA-N
hexafluorobenzene,Fc1c(F)c(F)c(F)c(F)c1F,NIST_XML_SetA,C6F6,186.05399999999997,0,0,0,0.0,2.5212,-,-,-,-,-,-,-,-,-,-,-,221.42,SetA,10.1016/j.jct.2011.06.010,Reassembling and testing of a high-precision heat capacity drop calorimeter. Heat capacity of some polyphenyls at T = 298.15 K,J. Chem. Thermodyn.,2011,Liquid,298.15,101.325,5.15,InChI=1S/C6F6/c7-1-2(8)4(10)6(12)5(11)3(1)9,ZQBFAOFFOQMSGJ-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2011.06.010.xml,"(0.0, 0.0, 5.15)",inchikey::ZQBFAOFFOQMSGJ-UHFFFAOYSA-N
N-methylformamide,CN=CO,NIST_XML_SetA,C2H5NO,59.068000000000005,0,1,1,32.59,0.20249999999999996,-,-,-,-,-,-,-,-,-,-,-,123.92,SetA,10.1016/j.jct.2013.12.006,Topological and thermodynamic investigations of mixtures containing o-chlorotoluene and lower amides,J. Chem. Thermodyn.,2014,Liquid,298.15,101.325,5.26,"InChI=1S/C2H5NO/c1-3-2-4/h2H,1H3,(H,3,4)",ATHHXGZTWNVVOU-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2013.12.006.xml,"(0.0, 0.0, 5.26)",inchikey::ATHHXGZTWNVVOU-UHFFFAOYSA-N
"1,8-dibromooctane",BrCCCCCCCCBr,NIST_XML_SetA,C8H16Br2,272.024,7,0,0,0.0,4.116800000000003,-,-,-,-,-,-,-,-,-,-,-,306.23,SetA,10.1021/je201002j,"Heat Capacity of alpha,omega-Bromochloroalkanes and ?,?-Dibromoalkanes: Their Dependence on the Hydrocarbon Chain Length and Temperature (285.15 to 355.15) K",J. Chem. Eng. Data,2012,Liquid,298.15,101.325,5.3,InChI=1S/C8H16Br2/c9-7-5-3-1-2-4-6-8-10/h1-8H2,DKEGCUDAFWNSSO-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je201002j.xml,"(0.0, 0.0, 5.3)",inchikey::DKEGCUDAFWNSSO-UHFFFAOYSA-N
ethyl octanoate,CCCCCCCC(=O)OCC,NIST_XML_SetA,C10H20O2,172.268,7,0,2,26.3,2.910000000000001,-,-,-,-,-,-,-,-,-,-,-,343.11862208,SetA,10.1021/je400157s,High-Pressure Physicochemical Properties of Ethyl Caprylate and Ethyl Caprate,J. Chem. Eng. Data,2013,Liquid,298.15,101.325,5.32300704,"InChI=1S/C10H20O2/c1-3-5-6-7-8-9-10(11)12-4-2/h3-9H2,1-2H3",YYZUSRORWSJGET-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je400157s.xml,"(0.0, 0.0, 5.32300704)",inchikey::YYZUSRORWSJGET-UHFFFAOYSA-N
undecane,CCCCCCCCCCC,NIST_XML_SetA,C11H24,156.313,8,0,0,0.0,4.537100000000004,-,-,-,-,-,-,-,-,-,-,-,343.98,SetA,10.1016/j.jct.2004.12.010,Excess isobaric molar heat capacities and excess molar volumes for ethanol + n-decane and n-undecane systems,J. Chem. Thermodyn.,2005,Liquid,298.15,101.325,5.33,"InChI=1S/C11H24/c1-3-5-7-9-11-10-8-6-4-2/h3-11H2,1-2H3",RSJKGSCJYJTIGS-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2004.12.010.xml,"(0.0, 0.0, 5.33)",inchikey::RSJKGSCJYJTIGS-UHFFFAOYSA-N
2-[2-(2-methoxyethoxy)ethoxy]ethanol,COCCOCCOCCO,NIST_XML_SetA,C7H16O4,164.201,8,1,4,47.92,-0.34170000000000006,-,-,-,-,-,-,-,-,-,-,-,356.6,SetA,10.1021/acs.jced.5b00051,Measurement and Prediction of Molar Heat Capacities of Liquid Polyoxyethylene Glycol Monoalkyl Ethers (CnEm),J. Chem. Eng. Data,2015,Liquid,298.15,101.325,5.5,"InChI=1S/C7H16O4/c1-9-4-5-11-7-6-10-3-2-8/h8H,2-7H2,1H3",JLGLQAWTXXGVEM-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/acs.jced.5b00051.xml,"(0.0, 0.0, 5.5)",inchikey::JLGLQAWTXXGVEM-UHFFFAOYSA-N
1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,NIST_XML_SetA,C7H11F3N2O3S,260.23699999999997,1,0,4,66.00999999999999,0.38390000000000013,-,-,-,-,-,-,-,-,-,-,-,363.2,SetA,10.1016/j.fluid.2008.09.004,Excess properties for binary systems ionic liquid + ethanol: Experimental results and theoretical description using the ERAS model,Fluid Phase Equilib.,2008,Liquid,298.15,101.325,5.6,"InChI=1S/C6H11N2.CHF3O3S/c1-3-8-5-4-7(2)6-8;2-1(3,4)8(5,6)7/h4-6H,3H2,1-2H3;(H,5,6,7)/q+1;/p-1",ZPTRYWVRCNOTAS-UHFFFAOYSA-M,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.fluid.2008.09.004.xml,"(0.0, 0.0, 5.6)",inchikey::ZPTRYWVRCNOTAS-UHFFFAOYSA-M
"3,6-dioxa-1-decanol",CCCCOCCOCCO,NIST_XML_SetA,C8H18O3,162.229,8,1,3,38.69,0.812,-,-,-,-,-,-,-,-,-,-,-,360.2,SetA,10.1021/acs.jced.5b00051,Measurement and Prediction of Molar Heat Capacities of Liquid Polyoxyethylene Glycol Monoalkyl Ethers (CnEm),J. Chem. Eng. Data,2015,Liquid,298.15,101.325,5.6,"InChI=1S/C8H18O3/c1-2-3-5-10-7-8-11-6-4-9/h9H,2-8H2,1H3",OAYXUHPQHDHDDZ-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/acs.jced.5b00051.xml,"(0.0, 0.0, 5.6)",inchikey::OAYXUHPQHDHDDZ-UHFFFAOYSA-N
2-(chloromethyl)benzonitrile,N#Cc1ccccc1CCl,NIST_XML_SetA,C8H6ClN,151.596,1,0,1,23.79,2.2970800000000002,-,-,-,-,-,-,-,-,-,-,-,282.887100148,SetA,10.1021/je060445o,"Heat Capacity and Enthalpy of Formation of Trimethyl Phosphite, 2-Chloromethylbenzonitrile, and 2-Dimethylphosphonomethylbenzonitrile",J. Chem. Eng. Data,2007,Liquid,298.15,101.325,5.669566232,"InChI=1S/C8H6ClN/c9-5-7-3-1-2-4-8(7)6-10/h1-4H,5H2",ZSHNOXOGXHXLAV-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je060445o.xml,"(0.0, 0.0, 5.669566232)",inchikey::ZSHNOXOGXHXLAV-UHFFFAOYSA-N
nonane,CCCCCCCCC,NIST_XML_SetA,C9H20,128.25900000000001,6,0,0,0.0,3.7569000000000026,-,-,-,-,-,-,-,-,-,-,-,284.23,SetA,10.1016/j.tca.2004.11.022,Thermodynamic behaviour of the binary systems dimethyl carbonate + n-octane or n-nonane,Thermochim. Acta,2005,Liquid,298.15,101.325,5.68,"InChI=1S/C9H20/c1-3-5-7-9-8-6-4-2/h3-9H2,1-2H3",BKIMMITUMNQMOS-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.tca.2004.11.022.xml,"(0.0, 0.0, 5.68)",inchikey::BKIMMITUMNQMOS-UHFFFAOYSA-N
