name,smiles,group,formula,molecular_weight,rotatable_bonds,H_bond_donors,H_bond_acceptors,TPSA,logP,melting_point,boiling_point,density,vapor_pressure,enthalpy_of_formation,critical_temperature,critical_pressure,acentric_factor,viscosity,thermal_conductivity,price,heat_capacity,source_subset,doi,title,journal,year,property_phase_norm,temperature_K,pressure_kPa,expanded_uncertainty,primary_inchi,primary_inchikey,source_file,subset_row_rank,structure_key
N-methyl-2-hydroxyethylammonium butanoate,CCCC(=O)O.CNCCO,NIST_XML_SetA,C7H17NO3,163.21699999999998,4,3,3,69.56,0.06920000000000004,-,-,-,-,-,-,-,-,-,-,-,359.6,SetA,10.1016/j.jct.2013.09.010,Thermophysical characterization of N-methyl-2-hydroxyethylammonium carboxilate ionic liquids,J. Chem. Thermodyn.,2014,Liquid,298.15,101.0,15.3,"InChI=1S/C4H8O2.C3H9NO/c1-2-3-4(5)6;1-4-2-3-5/h2-3H2,1H3,(H,5,6);4-5H,2-3H2,1H3",GWHVWSVZBVFNSG-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2013.09.010.xml,"(0.0, 0.32500000000000284, 15.3)",inchikey::GWHVWSVZBVFNSG-UHFFFAOYSA-N
1-methyl-3-octylimidazolium tetrafluoroborate,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,NIST_XML_SetA,C12H23BF4N2,282.134,7,0,1,8.809999999999999,3.973100000000003,-,-,-,-,-,-,-,-,-,-,-,497.8,SetA,10.1016/j.tca.2015.01.022,Evaluation of thermodynamic properties for non-crystallizable ionic liquids,Thermochim. Acta,2015,Liquid,298.15,101.325,2.5,"InChI=1S/C12H23N2.BF4/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;2-1(3,4)5/h10-12H,3-9H2,1-2H3;/q+1;-1",GXZCAMSPWNHTAE-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.tca.2015.01.022.xml,"(0.0, 0.0, 2.5)",inchikey::GXZCAMSPWNHTAE-UHFFFAOYSA-N
ethyl 2-hydroxybenzoate,CCOC(=O)c1ccccc1O,NIST_XML_SetA,C9H10O3,166.176,2,1,3,46.53,1.5688999999999997,-,-,-,-,-,-,-,-,-,-,-,283.07,SetA,10.1016/j.jct.2017.09.007,Gas-phase enthalpies of formation of ethyl hydroxybenzoates: An experimental and theoretical approach,J. Chem. Thermodyn.,2018,Liquid,298.15,100.0,4.39,"InChI=1S/C9H10O3/c1-2-12-9(11)7-5-3-4-6-8(7)10/h3-6,10H,2H2,1H3",GYCKQBWUSACYIF-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2017.09.007.xml,"(0.0, 1.3250000000000028, 4.39)",inchikey::GYCKQBWUSACYIF-UHFFFAOYSA-N
3-nonanol,CCCCCCC(O)CC,NIST_XML_SetA,C9H20O,144.258,6,1,1,20.23,2.727700000000002,-,-,-,-,-,-,-,-,-,-,-,373.619155,SetA,10.1016/j.jct.2006.10.007,Vapour pressures and heat capacity measurements on the C7 C9 secondary aliphatic alcohols,J. Chem. Thermodyn.,2007,Liquid,298.15,101.325,15.867995,"InChI=1S/C9H20O/c1-3-5-6-7-8-9(10)4-2/h9-10H,3-8H2,1-2H3",GYSCXPVAKHVAAY-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2006.10.007.xml,"(0.0, 0.0, 15.867995)",inchikey::GYSCXPVAKHVAAY-UHFFFAOYSA-N
2-(2-hexyloxyethoxy)ethanol,CCCCCCOCCOCCO,NIST_XML_SetA,C10H22O3,190.283,10,1,3,38.69,1.5922,-,-,-,-,-,-,-,-,-,-,-,421.0,SetA,10.1021/acs.jced.5b00051,Measurement and Prediction of Molar Heat Capacities of Liquid Polyoxyethylene Glycol Monoalkyl Ethers (CnEm),J. Chem. Eng. Data,2015,Liquid,298.15,101.325,6.5,"InChI=1S/C10H22O3/c1-2-3-4-5-7-12-9-10-13-8-6-11/h11H,2-10H2,1H3",GZMAAYIALGURDQ-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/acs.jced.5b00051.xml,"(0.0, 0.0, 6.5)",inchikey::GZMAAYIALGURDQ-UHFFFAOYSA-N
methyl isocyanate,CN=C=O,NIST_XML_SetA,C2H3NO,57.052,0,0,2,29.43,-0.04800000000000004,-,-,-,-,-,-,-,-,-,-,-,107.7,SetA,10.1016/j.jct.2012.10.011,"Entropy, related thermodynamic properties, and structure of methylisocyanate",J. Chem. Thermodyn.,2013,Liquid,300.0,101.325,0.3,InChI=1S/C2H3NO/c1-3-2-4/h1H3,HAMGRBXTJNITHG-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2012.10.011.xml,"(1.8500000000000227, 0.0, 0.3)",inchikey::HAMGRBXTJNITHG-UHFFFAOYSA-N
2-(chloromethylthio)benzothiazole,ClCSc1nc2ccccc2s1,NIST_XML_SetA,C8H6ClNS2,215.73000000000002,2,0,3,12.89,3.5847000000000007,-,-,-,-,-,-,-,-,-,-,-,328.2,SetA,10.1021/je049678a,Determination of Heat Capacities and Thermodynamic Properties of 2-(Chloromethylthio)benzothiazole by an Adiabatic Calorimeter,J. Chem. Eng. Data,2005,Liquid,316.595,101.325,2.1,"InChI=1S/C8H6ClNS2/c9-5-11-8-10-6-3-1-2-4-7(6)12-8/h1-4H,5H2",HBFOPLIDEZBACO-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je049678a.xml,"(18.44500000000005, 0.0, 2.1)",inchikey::HBFOPLIDEZBACO-UHFFFAOYSA-N
chloroform-d,[2H]C(Cl)(Cl)Cl,NIST_XML_SetA,CHCl3,120.384101778,0,0,0,0.0,1.9864,-,-,-,-,-,-,-,-,-,-,-,111.98,SetA,10.1016/j.jct.2008.06.008,Deuterium isotope effect on molar heat capacities and apparent molar heat capacities in dilute aqueous solutions: A multi-channel heat-flow microcalorimeter study,J. Chem. Thermodyn.,2008,Liquid,298.15,101.325,2.24,InChI=1S/CHCl3/c2-1(3)4/h1H/i1D,HEDRZPFGACZZDS-MICDWDOJSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2008.06.008.xml,"(0.0, 0.0, 2.24)",inchikey::HEDRZPFGACZZDS-MICDWDOJSA-N
trichloromethane,ClC(Cl)Cl,NIST_XML_SetA,CHCl3,119.37800000000001,0,0,0,0.0,1.9864,-,-,-,-,-,-,-,-,-,-,-,110.74,SetA,10.1016/j.jct.2008.06.008,Deuterium isotope effect on molar heat capacities and apparent molar heat capacities in dilute aqueous solutions: A multi-channel heat-flow microcalorimeter study,J. Chem. Thermodyn.,2008,Liquid,298.15,101.325,2.21,InChI=1S/CHCl3/c2-1(3)4/h1H,HEDRZPFGACZZDS-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2008.06.008.xml,"(0.0, 0.0, 2.21)",inchikey::HEDRZPFGACZZDS-UHFFFAOYSA-N
1-(1-methylethyl)-4-methylbenzene,Cc1ccc(C(C)C)cc1,NIST_XML_SetA,C10H14,134.22199999999998,1,0,0,0.0,3.118420000000002,-,-,-,-,-,-,-,-,-,-,-,240.3,SetA,10.1016/j.jct.2017.03.027,Isobaric molar heat capacities of the mixture (p-cymene + ethanol) at several temperatures and atmospheric pressure,J. Chem. Thermodyn.,2017,Liquid,298.6,100.0,3.9,"InChI=1S/C10H14/c1-8(2)10-6-4-9(3)5-7-10/h4-8H,1-3H3",HFPZCAJZSCWRBC-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2017.03.027.xml,"(0.4500000000000455, 1.3250000000000028, 3.9)",inchikey::HFPZCAJZSCWRBC-UHFFFAOYSA-N
2-trifluoromethyl-3-ethoxydodecafluorohexane,CCOC(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,NIST_XML_SetA,C9H5F15O,414.1079999999999,5,0,1,9.23,5.354500000000002,-,-,-,-,-,-,-,-,-,-,-,466.289490448,SetA,10.1016/j.jct.2018.08.005,"Speed of sound, density and derivative properties of binary mixtures HFE-7500 + Diisopropyl ether under high pressure",J. Chem. Thermodyn.,2019,Liquid,297.91,100.0,26.503132672,"InChI=1S/C9H5F15O/c1-2-25-6(15,3(10,7(16,17)18)8(19,20)21)4(11,12)5(13,14)9(22,23)24/h2H2,1H3",HHBBIOLEJRWIGU-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2018.08.005.xml,"(0.23999999999995225, 1.3250000000000028, 26.503132672)",inchikey::HHBBIOLEJRWIGU-UHFFFAOYSA-N
1-benzyl-3-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,C[n+]1ccn(Cc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,NIST_XML_SetA,C13H13F6N3O4S2,453.3860000000001,4,0,5,91.19,2.4202000000000012,-,-,-,-,-,-,-,-,-,-,-,598.96369895912,SetA,10.1016/j.jct.2016.04.009,Phase behavior and heat capacities of the 1-benzyl-3-methylimidazolium ionic liquids,J. Chem. Thermodyn.,2016,Liquid,298.15,101.325,13.91884456744,"InChI=1S/C11H13N2.C2F6NO4S2/c1-12-7-8-13(10-12)9-11-5-3-2-4-6-11;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h2-8,10H,9H2,1H3;/q+1;-1",HJHSZIBZANYEGW-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2016.04.009.xml,"(0.0, 0.0, 13.91884456744)",inchikey::HJHSZIBZANYEGW-UHFFFAOYSA-N
1-methyl-1-propylpyrrolidinium triflate,CCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,NIST_XML_SetA,C9H18F3NO3S,277.30799999999994,2,0,3,57.199999999999996,1.6882000000000001,-,-,-,-,-,-,-,-,-,-,-,439.0,SetA,10.1016/j.fluid.2018.04.003,Thermal behavior and heat capacities of pyrrolidinium-based ionic liquids by DSC,Fluid Phase Equilib.,2018,Liquid,298.15,101.325,47.0,"InChI=1S/C8H18N.CHF3O3S/c1-3-6-9(2)7-4-5-8-9;2-1(3,4)8(5,6)7/h3-8H2,1-2H3;(H,5,6,7)/q+1;/p-1",HLZKCDBHBYYCMM-UHFFFAOYSA-M,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.fluid.2018.04.003.xml,"(0.0, 0.0, 47.0)",inchikey::HLZKCDBHBYYCMM-UHFFFAOYSA-M
octamethylcyclotetrasiloxane,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,NIST_XML_SetA,C8H24O4Si4,296.62,0,0,4,36.92,2.8736000000000006,-,-,-,-,-,-,-,-,-,-,-,513.6,SetA,10.1021/je050173+,"Selected Physicochemical Properties of Hexamethylcyclotrisiloxane, Octamethylcyclotetrasiloxane, and Decamethylcyclopentasiloxane",J. Chem. Eng. Data,2005,Liquid,298.0,101.325,4.0,"InChI=1S/C8H24O4Si4/c1-13(2)9-14(3,4)11-16(7,8)12-15(5,6)10-13/h1-8H3",HMMGMWAXVFQUOA-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je050173+.xml,"(0.14999999999997726, 0.0, 4.0)",inchikey::HMMGMWAXVFQUOA-UHFFFAOYSA-N
"2,2-dimethyl-3-pentanol",CCC(O)C(C)(C)C,NIST_XML_SetA,C7H16O,116.20399999999998,1,1,1,20.23,1.8034,-,-,-,-,-,-,-,-,-,-,-,352.6,SetA,10.1016/j.fluid.2016.04.003,Calorimetric and FTIR study of selected aliphatic heptanols,Fluid Phase Equilib.,2016,Liquid,300.0,101.325,14.3,"InChI=1S/C7H16O/c1-5-6(8)7(2,3)4/h6,8H,5H2,1-4H3",HMSVXZJWPVIVIV-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.fluid.2016.04.003.xml,"(1.8500000000000227, 0.0, 14.3)",inchikey::HMSVXZJWPVIVIV-UHFFFAOYSA-N
2-pyrrolidinone,OC1=NCCC1,NIST_XML_SetA,C4H7NO,85.106,0,1,1,32.59,0.7367,-,-,-,-,-,-,-,-,-,-,-,169.55,SetA,10.1021/je301353z,Thermodynamic Properties of Ternary Mixtures Containing Ionic Liquids and Organic Solvents,J. Chem. Eng. Data,2013,Liquid,298.15,101.325,2.63,"InChI=1S/C4H7NO/c6-4-2-1-3-5-4/h1-3H2,(H,5,6)",HNJBEVLQSNELDL-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je301353z.xml,"(0.0, 0.0, 2.63)",inchikey::HNJBEVLQSNELDL-UHFFFAOYSA-N
methyl octadecanoate,CCCCCCCCCCCCCCCCCC(=O)OC,NIST_XML_SetA,C19H38O2,298.51099999999997,16,0,2,26.3,6.420900000000007,-,-,-,-,-,-,-,-,-,-,-,639.0,SetA,10.1021/je0499364,Heat Capacity Measurements of 13 Methyl Esters of n-Carboxylic Acids from Methyloctanoate to Methyleicosanoate between 5 K and 350 K,J. Chem. Eng. Data,2004,Liquid,320.0,101.325,1.68,"InChI=1S/C19H38O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21-2/h3-18H2,1-2H3",HPEUJPJOZXNMSJ-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je0499364.xml,"(21.850000000000023, 0.0, 1.68)",inchikey::HPEUJPJOZXNMSJ-UHFFFAOYSA-N
1-[2-(2-methoxy-1-methylethoxy)-1-methylethoxy]-2-propanol,COCC(C)OCC(C)OCC(C)O,NIST_XML_SetA,C10H22O4,206.28199999999998,8,1,4,47.92,0.8237999999999996,-,-,-,-,-,-,-,-,-,-,-,434.8,SetA,10.1016/j.fluid.2016.09.002,Heat capacity of dowanols within a temperature range of (275.15 to 339.15) K. Measurements and prediction.,Fluid Phase Equilib.,2016,Liquid,298.15,101.325,16.8,"InChI=1S/C10H22O4/c1-8(11)5-13-10(3)7-14-9(2)6-12-4/h8-11H,5-7H2,1-4H3",HPFDGTFXAVIVTH-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.fluid.2016.09.002.xml,"(0.0, 0.0, 16.8)",inchikey::HPFDGTFXAVIVTH-UHFFFAOYSA-N
cyclohexanol,OC1CCCCC1,NIST_XML_SetA,C6H12O,100.16099999999999,0,1,1,20.23,1.3114,-,-,-,-,-,-,-,-,-,-,-,218.3,SetA,10.1016/j.tca.2014.10.002,Heat capacities of selected cycloalcohols,Thermochim. Acta,2014,Liquid,305.05,101.325,3.8,"InChI=1S/C6H12O/c7-6-4-2-1-3-5-6/h6-7H,1-5H2",HPXRVTGHNJAIIH-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.tca.2014.10.002.xml,"(6.900000000000034, 0.0, 3.8)",inchikey::HPXRVTGHNJAIIH-UHFFFAOYSA-N
trihexyltetradecylphosphonium decanoate,CCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,NIST_XML_SetA,C42H87O2P,655.1300000000001,36,0,2,40.129999999999995,14.32299999999997,-,-,-,-,-,-,-,-,-,-,-,1191.650075879,SetA,10.1016/j.jct.2018.02.013,"A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity",J. Chem. Thermodyn.,2018,Liquid,298.15,101.325,73.372626992,"InChI=1S/C32H68P.C10H20O2/c1-5-9-13-17-18-19-20-21-22-23-24-28-32-33(29-25-14-10-6-2,30-26-15-11-7-3)31-27-16-12-8-4;1-2-3-4-5-6-7-8-9-10(11)12/h5-32H2,1-4H3;2-9H2,1H3,(H,11,12)/q+1;/p-1",HQIPXXNWLGIFAY-UHFFFAOYSA-M,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2018.02.013.xml,"(0.0, 0.0, 73.372626992)",inchikey::HQIPXXNWLGIFAY-UHFFFAOYSA-M
1-ethyl-3-methylimidazolium diethyl phosphate,CCOP(=O)([O-])OCC.CCn1cc[n+](C)c1,NIST_XML_SetA,C10H21N2O4P,264.26199999999994,5,0,5,67.4,0.8603000000000001,-,-,-,-,-,-,-,-,-,-,-,459.80993094,SetA,10.1021/je400858t,A Computational and Experimental Study of the Heat Transfer Properties of Nine Different Ionic Liquids,J. Chem. Eng. Data,2014,Liquid,298.0,101.325,46.509510256,"InChI=1S/C6H11N2.C4H11O4P/c1-3-8-5-4-7(2)6-8;1-3-7-9(5,6)8-4-2/h4-6H,3H2,1-2H3;3-4H2,1-2H3,(H,5,6)/q+1;/p-1",HQWOEDCLDNFWEV-UHFFFAOYSA-M,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je400858t.xml,"(0.14999999999997726, 0.0, 46.509510256)",inchikey::HQWOEDCLDNFWEV-UHFFFAOYSA-M
1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,NIST_XML_SetA,C11H20F6N2O4S2,422.41300000000007,5,0,4,82.38,3.0862000000000025,-,-,-,-,-,-,-,-,-,-,-,588.0,SetA,10.1021/je900974u,Heat Capacity of Ionic Liquids: Experimental Determination and Correlations with Molar Volume,J. Chem. Eng. Data,2010,Liquid,298.12,101.325,0.8,"InChI=1S/C9H20N.C2F6NO4S2/c1-3-4-7-10(2)8-5-6-9-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h3-9H2,1-2H3;/q+1;-1",HSLXOARVFIWOQF-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je900974u.xml,"(0.029999999999972715, 0.0, 0.8)",inchikey::HSLXOARVFIWOQF-UHFFFAOYSA-N
methyl heptadecanoate,CCCCCCCCCCCCCCCCC(=O)OC,NIST_XML_SetA,C18H36O2,284.4839999999999,15,0,2,26.3,6.030800000000006,-,-,-,-,-,-,-,-,-,-,-,599.17,SetA,10.1021/je0499364,Heat Capacity Measurements of 13 Methyl Esters of n-Carboxylic Acids from Methyloctanoate to Methyleicosanoate between 5 K and 350 K,J. Chem. Eng. Data,2004,Liquid,310.0,101.325,1.6,"InChI=1S/C18H36O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20-2/h3-17H2,1-2H3",HUEBIMLTDXKIPR-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je0499364.xml,"(11.850000000000023, 0.0, 1.6)",inchikey::HUEBIMLTDXKIPR-UHFFFAOYSA-N
4-ethylmorpholine,CCN1CCOCC1,NIST_XML_SetA,C6H13NO,115.176,1,0,2,12.47,0.3385,-,-,-,-,-,-,-,-,-,-,-,208.2,SetA,10.1021/acs.jced.8b01159,Vapor Pressure of 4-Ethylmorpholine Revisited: Thermodynamically Consistent Vapor Pressure Equation,J. Chem. Eng. Data,2019,Liquid,300.0,100.0,8.1,"InChI=1S/C6H13NO/c1-2-7-3-5-8-6-4-7/h2-6H2,1H3",HVCNXQOWACZAFN-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/acs.jced.8b01159.xml,"(1.8500000000000227, 1.3250000000000028, 8.1)",inchikey::HVCNXQOWACZAFN-UHFFFAOYSA-N
"N,N,N'-trimethylethylenediamine",CNCCN(C)C,NIST_XML_SetA,C5H14N2,102.18100000000001,3,1,2,15.27,-0.23259999999999986,-,-,-,-,-,-,-,-,-,-,-,258.3,SetA,10.1016/j.jct.2016.08.006,"Heat capacities of aqueous binary and ternary mixtures (with piperazine) of N-(2-aminoethyl)-piperazine and N,N,N'-trimethylethylenediamine at temperatures (303.2-353.2) K",J. Chem. Thermodyn.,2016,Liquid,303.2,101.3,8.6,"InChI=1S/C5H14N2/c1-6-4-5-7(2)3/h6H,4-5H2,1-3H3",HVOYZOQVDYHUPF-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2016.08.006.xml,"(5.050000000000011, 0.025000000000005684, 8.6)",inchikey::HVOYZOQVDYHUPF-UHFFFAOYSA-N
sulfolane,O=S1(=O)CCCC1,NIST_XML_SetA,C4H8O2S,120.173,0,0,2,34.14,0.19500000000000006,-,-,-,-,-,-,-,-,-,-,-,179.5,SetA,10.1016/j.fluid.2011.02.002,"Recommended vapor pressures for thiophene, sulfolane, and dimethyl sulfoxide",Fluid Phase Equilib.,2011,Liquid,304.04,101.325,4.4,InChI=1S/C4H8O2S/c5-7(6)3-1-2-4-7/h1-4H2,HXJUTPCZVOIRIF-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.fluid.2011.02.002.xml,"(5.890000000000043, 0.0, 4.4)",inchikey::HXJUTPCZVOIRIF-UHFFFAOYSA-N
1-amino-2-propanol,CC(O)CN,NIST_XML_SetA,C3H9NO,75.11099999999999,1,2,2,46.25,-0.6741,-,-,-,-,-,-,-,-,-,-,-,209.0,SetA,10.1021/je0604232,Molar Heat Capacity of Various Aqueous Alkanolamine Solutions from 303.15 K to 353.15 K,J. Chem. Eng. Data,2007,Liquid,303.15,101.0,2.0,"InChI=1S/C3H9NO/c1-3(5)2-4/h3,5H,2,4H2,1H3",HXKKHQJGJAFBHI-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je0604232.xml,"(5.0, 0.32500000000000284, 2.0)",inchikey::HXKKHQJGJAFBHI-UHFFFAOYSA-N
trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,NIST_XML_SetA,C34H68F6NO4PS2,764.0170000000008,30,0,4,82.38,13.505299999999977,-,-,-,-,-,-,-,-,-,-,-,1366.0,SetA,10.1021/je800335v,Heat Capacities of Ionic Liquids as a Function of Temperature at 0.1 MPa. Measurement and Prediction,J. Chem. Eng. Data,2008,Liquid,298.0,101.325,71.0,"InChI=1S/C32H68P.C2F6NO4S2/c1-5-9-13-17-18-19-20-21-22-23-24-28-32-33(29-25-14-10-6-2,30-26-15-11-7-3)31-27-16-12-8-4;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h5-32H2,1-4H3;/q+1;-1",HYNYWFRJHNNLJA-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je800335v.xml,"(0.14999999999997726, 0.0, 71.0)",inchikey::HYNYWFRJHNNLJA-UHFFFAOYSA-N
2-aminoethan-1-ol,NCCO,NIST_XML_SetA,C2H7NO,61.083999999999996,1,2,2,46.25,-1.0626000000000002,-,-,-,-,-,-,-,-,-,-,-,166.53867386,SetA,10.1016/j.fluid.2015.06.045,"Recommended vapor pressures for aniline, nitromethane, 2-aminoethanol, and 1-methyl-2-pyrrolidone",Fluid Phase Equilib.,2015,Metastable liquid,296.38,101.325,2.9100617,"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2",HZAXFHJVJLSVMW-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.fluid.2015.06.045.xml,"(1.7699999999999818, 0.0, 2.9100617)",inchikey::HZAXFHJVJLSVMW-UHFFFAOYSA-N
1-ethyl-3-methylimidazolium hydrogen sulfate,CCn1cc[n+](C)c1.O=S(=O)([O-])O,NIST_XML_SetA,C6H12N2O4S,208.239,1,1,4,86.23999999999998,-0.6628999999999998,-,-,-,-,-,-,-,-,-,-,-,294.0,SetA,10.1021/je100522z,Thermodynamic and Thermophysical Properties of Ionic Liquid + Water Systems,J. Chem. Eng. Data,2010,Liquid,293.15,101.325,24.0,"InChI=1S/C6H11N2.H2O4S/c1-3-8-5-4-7(2)6-8;1-5(2,3)4/h4-6H,3H2,1-2H3;(H2,1,2,3,4)/q+1;/p-1",HZKDSQCZNUUQIF-UHFFFAOYSA-M,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je100522z.xml,"(5.0, 0.0, 24.0)",inchikey::HZKDSQCZNUUQIF-UHFFFAOYSA-M
ethyl undecanoate,CCCCCCCCCCC(=O)OCC,NIST_XML_SetA,C13H26O2,214.34899999999996,10,0,2,26.3,4.080300000000003,-,-,-,-,-,-,-,-,-,-,-,431.45,SetA,10.1021/je050065n,Thermal properties of Ethyl Undecanoate and Ethyl Tridecanoate by Adiabatic Calorimetry,J. Chem. Eng. Data,2005,Liquid,298.0,101.325,2.53,"InChI=1S/C13H26O2/c1-3-5-6-7-8-9-10-11-12-13(14)15-4-2/h3-12H2,1-2H3",IAFQYUQIAOWKSB-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je050065n.xml,"(0.14999999999997726, 0.0, 2.53)",inchikey::IAFQYUQIAOWKSB-UHFFFAOYSA-N
